2019/09/27 17:08:55 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:08:56 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:08:56 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:08:57 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:08:58 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:09:00 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:09:04 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:09:11 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:09:24 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:09:50 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:10:41 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:42 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:42 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:43 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:44 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:45 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:47 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:50 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:11:57 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:10 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:32 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:33 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:33 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:34 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:35 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:38 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:41 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:12:48 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:02 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:14 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:14 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:15 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:16 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:17 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:19 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:23 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:30 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:13:43 [emerg] 1#1: duplicate location "/" in /etc/nginx/conf.d/default.conf:38
2019/09/27 17:14:20 [error] 6#6: *1 directory index of "/usr/share/nginx/html/public/" is forbidden, client: 192.168.101.118, server: localhost, request: "GET / HTTP/1.1", host: "192.168.102.101:6080"
2019/09/27 17:14:23 [error] 6#6: *1 directory index of "/usr/share/nginx/html/public/" is forbidden, client: 192.168.101.118, server: localhost, request: "GET / HTTP/1.1", host: "192.168.102.101:6080"
2019/09/27 17:14:24 [error] 6#6: *1 directory index of "/usr/share/nginx/html/public/" is forbidden, client: 192.168.101.118, server: localhost, request: "GET / HTTP/1.1", host: "192.168.102.101:6080"
2019/09/28 11:05:53 [warn] 6#6: *5699 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 192.168.100.116, server: localhost, request: "POST /api/v1/uploadFile?_t=1569639953 HTTP/1.1", host: "192.168.102.101:7777", referrer: "http://localhost:8080/sales/myCustomer"
2019/09/28 11:05:58 [warn] 6#6: *5715 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000002, client: 192.168.100.116, server: localhost, request: "POST /api/v1/uploadFile?_t=1569639958 HTTP/1.1", host: "192.168.102.101:7777", referrer: "http://localhost:8080/sales/myCustomer"
2019/09/28 11:14:30 [warn] 6#6: *3691 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000003, client: 192.168.100.116, server: localhost, request: "POST /api/v1/uploadFile?_t=1569640470 HTTP/1.1", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
2019/09/28 11:38:24 [warn] 6#6: *7631 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000004, client: 192.168.100.116, server: localhost, request: "POST /api/v1/uploadFile?_t=1569641904 HTTP/1.1", host: "192.168.102.101:7777", referrer: "http://localhost:8080/sales/myCustomer"
2019/09/28 11:53:36 [warn] 6#6: *8674 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000005, client: 192.168.100.116, server: localhost, request: "POST /api/v1/uploadFile?_t=1569642815 HTTP/1.1", host: "192.168.102.101:7777", referrer: "http://localhost:8080/sales/myCustomer"
2019/09/28 12:10:47 [error] 6#6: *9252 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643812 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
2019/09/28 12:10:47 [error] 6#6: *9252 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643812 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
2019/09/28 12:11:31 [error] 6#6: *9135 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.231, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643796 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/serving/shoot"
2019/09/28 12:11:31 [error] 6#6: *9488 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.231, server: localhost, request: "GET /api/v1/message/get-news?_t=1569643794 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://localhost:8080/serving/afterSale"
2019/09/28 12:11:31 [error] 6#6: *9491 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643855 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/market/source"
2019/09/28 12:11:31 [error] 6#6: *9484 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643825 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/serving/shoot"
2019/09/28 12:11:34 [error] 6#6: *9135 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.231, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643796 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/serving/shoot"
2019/09/28 12:11:34 [error] 6#6: *9488 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.231, server: localhost, request: "GET /api/v1/message/get-news?_t=1569643794 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://localhost:8080/serving/afterSale"
2019/09/28 12:11:34 [error] 6#6: *9491 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643855 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/market/source"
2019/09/28 12:11:34 [error] 6#6: *9484 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643825 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/serving/shoot"
2019/09/28 12:11:41 [error] 6#6: *9486 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.131, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643867 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
2019/09/28 12:11:44 [error] 6#6: *9486 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.131, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643867 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
2019/09/28 12:11:47 [error] 6#6: *9498 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.116, server: localhost, request: "GET /api/v1/message/get-news?_t=1569643904 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://localhost:8080/serving/shoot"
2019/09/28 12:11:47 [error] 6#6: *8163 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.168.101.118, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643847 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/performanceReview"
2019/09/28 12:11:49 [error] 6#6: *9252 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643814 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/serving/shoot"
2019/09/28 12:11:50 [error] 6#6: *9498 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.100.116, server: localhost, request: "GET /api/v1/message/get-news?_t=1569643904 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://localhost:8080/serving/shoot"
2019/09/28 12:11:50 [error] 6#6: *8163 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.118, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643847 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/performanceReview"
2019/09/28 12:11:50 [error] 6#6: *9502 connect() failed (113: No route to host) while connecting to upstream, client: 192.168.101.121, server: localhost, request: "OPTIONS /api/v1/message/get-news?_t=1569643873 HTTP/1.1", upstream: "fastcgi://172.23.0.4:9000", host: "192.168.102.101:7777", referrer: "http://192.168.102.101:9555/sales/myCustomer"
